trait_family,trait_value,base_site,survey_start,site_start,X_start,Y_start,value_start,survey_end,site_end,X,Y,value_end,delta,direction,delta_sd,standardized_change,abs_standardized_change,winner_label,signed_winner_change
Migration,short-and long-distance,DE43,DE43_1,DE43,572499.9812662832,6217499.697508556,0.003344850733507675,DE43_3,DE43,572499.9812662832,6217499.697508556,0.017510049309336882,0.014165198575829208,Increase,0.005534462869832597,2.5594531771170175,2.5594531771170175,Migration: short-and long-distance,2.5594531771170175
Migration,sedentary and short-distance,DE44,DE44_1,DE44,572499.9325161695,6222499.7750477465,0.21949311145855213,DE44_3,DE44,572499.9325161695,6222499.7750477465,0.2758869168200621,0.05639380536150998,Increase,0.019759113830989605,2.854065513457573,2.854065513457573,Migration: sedentary and short-distance,2.854065513457573
Migration,sedentary and short-distance,DE45,DE45_1,DE45,572499.9563057558,6227499.670118789,0.23102672375396988,DE45_3,DE45,572499.9563057558,6227499.670118789,0.306525320867107,0.07549859711313711,Increase,0.019759113830989605,3.8209505628095206,3.8209505628095206,Migration: sedentary and short-distance,3.8209505628095206
Migration,short-and long-distance,DE46,DE46_1,DE46,572499.9838101824,6232499.715519001,0.002256069386610476,DE46_3,DE46,572499.9838101824,6232499.715519001,0.017503493449896997,0.01524742406328652,Increase,0.005534462869832597,2.754996179737261,2.754996179737261,Migration: short-and long-distance,2.754996179737261
Migration,short-and long-distance,DE47,DE47_1,DE47,572499.9559022341,6237499.687581973,9.433617155160842e-4,DE47_3,DE47,572499.9559022341,6237499.687581973,0.016214648615388752,0.015271286899872668,Increase,0.005534462869832597,2.7593078604093306,2.7593078604093306,Migration: short-and long-distance,2.7593078604093306
Foraging guild,Tit-like birds,DE49,DE49_1,DE49,572499.9104865338,6247499.748605974,0.08360755175211891,DE49_3,DE49,572499.9104865338,6247499.748605974,0.13591853148138183,0.05231097972926292,Increase,0.01740920155764868,3.0047891372870144,3.0047891372870144,Foraging guild: Tit-like birds,3.0047891372870144
Foraging guild,Plovers,DE50,DE50_1,DE50,577499.9212493428,6202499.864100323,0.05370065942452313,DE50_3,DE50,577499.9212493428,6202499.864100323,0.026039721641035588,-0.027660937783487542,Decrease,0.011480832277377154,-2.409314683395654,2.409314683395654,Foraging guild: Plovers,-2.409314683395654
Thermal,CWM STI,DE51,DE51_1,DE51,577499.9222648653,6207499.748870433,11.895588316698502,DE51_3,DE51,577499.9222648653,6207499.748870433,12.091071800859028,0.1954834841605262,Increase,0.07804363974178909,2.504797121293832,2.504797121293832,Thermal: CWM STI,2.504797121293832
Migration,long-distance,DE52,DE52_1,DE52,577499.9764963645,6212499.785257158,0.267641823806397,DE52_3,DE52,577499.9764963645,6212499.785257158,0.2185745230711942,-0.049067300735202796,Decrease,0.028920469123825114,-1.6966287968952904,1.6966287968952904,Migration: long-distance,-1.6966287968952904
Foraging guild,Aquatic pursuers,DE53,DE53_1,DE53,577499.9623265731,6217499.7484121,0.004193569059153372,DE53_3,DE53,577499.9623265731,6217499.7484121,0.023868248673796652,0.01967467961464328,Increase,0.008253999779277288,2.383654003000952,2.383654003000952,Foraging guild: Aquatic pursuers,2.383654003000952
Migration,sedentary and short-distance,DE55,DE55_1,DE55,577499.9679888003,6227499.7932537105,0.20469342104863325,DE55_3,DE55,577499.9679888003,6227499.7932537105,0.2548867811352857,0.05019336008665243,Increase,0.019759113830989605,2.5402637241722177,2.5402637241722177,Migration: sedentary and short-distance,2.5402637241722177
Migration,short-and long-distance,DE56,DE56_1,DE56,577499.9877266791,6232499.7635885775,0.0027240928200630817,DE56_3,DE56,577499.9877266791,6232499.7635885775,0.028040142760782892,0.02531604994071981,Increase,0.005534462869832597,4.574255991256755,4.574255991256755,Migration: short-and long-distance,4.574255991256755
Migration,short-and long-distance,DE57,DE57_1,DE57,577499.9334297109,6237499.771854244,0.001130397614799387,DE57_3,DE57,577499.9334297109,6237499.771854244,0.014066979495587505,0.012936581880788119,Increase,0.005534462869832597,2.3374593316549643,2.3374593316549643,Migration: short-and long-distance,2.3374593316549643
Migration,sedentary and short-distance,DE66,DE66_1,DE66,582499.9419179015,6232499.758382413,0.20386056205344144,DE66_3,DE66,582499.9419179015,6232499.758382413,0.2473375532286748,0.04347699117523335,Increase,0.019759113830989605,2.2003512681345723,2.2003512681345723,Migration: sedentary and short-distance,2.2003512681345723
Migration,long-distance,DE67,DE67_1,DE67,582499.9858796117,6237499.815066368,0.2825514825347983,DE67_3,DE67,582499.9858796117,6237499.815066368,0.2152826830910028,-0.06726879944379549,Decrease,0.028920469123825114,-2.3259926786034897,2.3259926786034897,Migration: long-distance,-2.3259926786034897
Foraging guild,Diurnal raptors,DE68,DE68_1,DE68,582499.940157057,6242499.798316628,0.019006920813314693,DE68_3,DE68,582499.940157057,6242499.798316628,0.043401522404507877,0.024394601591193183,Increase,0.010732638859737756,2.2729360327874897,2.2729360327874897,Foraging guild: Diurnal raptors,2.2729360327874897
Migration,short-and long-distance,DE69,DE69_1,DE69,582499.925380716,6247499.821784631,0.0025371619184685673,DE69_3,DE69,582499.925380716,6247499.821784631,0.020136375516945606,0.017599213598477038,Increase,0.005534462869832597,3.1799316414980967,3.1799316414980967,Migration: short-and long-distance,3.1799316414980967
Migration,short-and long-distance,DE75,DE75_1,DE75,587499.9822943644,6227499.740914788,0.00564341975452724,DE75_3,DE75,587499.9822943644,6227499.740914788,0.019447877845693157,0.013804458091165917,Increase,0.005534462869832597,2.4942724191739796,2.4942724191739796,Migration: short-and long-distance,2.4942724191739796
Migration,short-and long-distance,DE78,DE78_1,DE78,587499.9809427367,6242499.8550773095,0.001199612301605042,DE78_3,DE78,587499.9809427367,6242499.8550773095,0.015461570517903147,0.014261958216298104,Increase,0.005534462869832597,2.5769362902473483,2.5769362902473483,Migration: short-and long-distance,2.5769362902473483
Foraging guild,Passerine seedeaters,DE79,DE79_1,DE79,587499.9718824326,6247499.824550713,0.07852692966561584,DE79_3,DE79,587499.9718824326,6247499.824550713,0.10514159725767296,0.02661466759205712,Increase,0.011614695957552051,2.2914648553285515,2.2914648553285515,Foraging guild: Passerine seedeaters,2.2914648553285515
Migration,sedentary and short-distance,DE84,DE84_1,DE84,592499.9550939988,6222499.799698218,0.21160014555581808,DE84_3,DE84,592499.9550939988,6222499.799698218,0.24890918903885523,0.03730904348303715,Increase,0.019759113830989605,1.8881941671150637,1.8881941671150637,Migration: sedentary and short-distance,1.8881941671150637
Foraging guild,Open-land insectivores,DE85,DE85_1,DE85,592500.0141816582,6227499.78733749,0.07820667458379456,DE85_3,DE85,592500.0141816582,6227499.78733749,0.04795970538577834,-0.03024696919801622,Decrease,0.0073465438531933455,-4.117169896817355,4.117169896817355,Foraging guild: Open-land insectivores,-4.117169896817355
Migration,short-and long-distance,DE86,DE86_1,DE86,592500.0119548003,6232499.814113551,0.0013117402349842075,DE86_3,DE86,592500.0119548003,6232499.814113551,0.015259925723419051,0.013948185488434843,Increase,0.005534462869832597,2.520241948765073,2.520241948765073,Migration: short-and long-distance,2.520241948765073
Migration,long-distance,DE87,DE87_1,DE87,592500.011741156,6237499.7700439,0.2667549313847172,DE87_3,DE87,592500.011741156,6237499.7700439,0.21678672548267827,-0.049968205902038904,Decrease,0.028920469123825114,-1.7277799225211858,1.7277799225211858,Migration: long-distance,-1.7277799225211858
Migration,short-and long-distance,DE88,DE88_1,DE88,592500.0074987623,6242499.877671048,0.0012227724701415594,DE88_3,DE88,592500.0074987623,6242499.877671048,0.016387488755379463,0.015164716285237903,Increase,0.005534462869832597,2.7400520415265874,2.7400520415265874,Migration: short-and long-distance,2.7400520415265874
Thermal,Thermal group: medium,DE89,DE89_1,DE89,592500.0052482311,6247499.803093614,0.32962535089730144,DE89_3,DE89,592500.0052482311,6247499.803093614,0.2655524188726097,-0.06407293202469172,Decrease,0.02259622466843104,-2.835559168174114,2.835559168174114,Thermal: Thermal group: medium,-2.835559168174114
Foraging guild,Plovers,DE90,DE90_1,DE90,597499.937235394,6202499.867768866,0.06470156636850878,DE90_3,DE90,597499.937235394,6202499.867768866,0.040034178467985085,-0.024667387900523696,Decrease,0.011480832277377154,-2.1485714018425734,2.1485714018425734,Foraging guild: Plovers,-2.1485714018425734
Thermal,Thermal group: very warm,DE94,DE94_1,DE94,597499.973766844,6222499.817559282,0.09154371877252167,DE94_3,DE94,597499.973766844,6222499.817559282,0.13310115466865033,0.04155743589612866,Increase,0.012229177474484862,3.398220034244716,3.398220034244716,Thermal: Thermal group: very warm,3.398220034244716
Thermal,Thermal group: very warm,DE96,DE96_1,DE96,597499.9776650518,6232499.7592064515,0.0914456127542701,DE96_3,DE96,597499.9776650518,6232499.7592064515,0.11032525042206917,0.01887963766779907,Increase,0.012229177474484862,1.5438190922643675,1.5438190922643675,Thermal: Thermal group: very warm,1.5438190922643675
Migration,short-and long-distance,DE97,DE97_1,DE97,597500.0164649216,6237499.792208735,0.002237279422562779,DE97_3,DE97,597500.0164649216,6237499.792208735,0.013616305292078032,0.011379025869515252,Increase,0.005534462869832597,2.056030754409856,2.056030754409856,Migration: short-and long-distance,2.056030754409856
Foraging guild,Passerine seedeaters,DE98,DE98_1,DE98,597499.9749128878,6242499.864260202,0.08168182152811292,DE98_3,DE98,597499.9749128878,6242499.864260202,0.1116071522269306,0.029925330698817684,Increase,0.011614695957552051,2.5765057310311925,2.5765057310311925,Foraging guild: Passerine seedeaters,2.5765057310311925
Migration,short-and long-distance,DE99,DE99_1,DE99,597499.9781003586,6247499.86686593,0.0016283647032329961,DE99_3,DE99,597499.9781003586,6247499.86686593,0.021657227987597488,0.02002886328436449,Increase,0.005534462869832597,3.618935343037239,3.618935343037239,Migration: short-and long-distance,3.618935343037239
Foraging guild,Tit-like birds,DF00,DF00_1,DF00,552500.0821818158,6152499.918017617,0.07816945736646809,DF00_3,DF00,552500.0821818158,6152499.918017617,0.11625643693952503,0.03808697957305694,Increase,0.01740920155764868,2.1877499348224583,2.1877499348224583,Foraging guild: Tit-like birds,2.1877499348224583
Foraging guild,Tit-like birds,DF01,DF01_1,DF01,552500.0434295452,6157499.903279973,0.10638928009135677,DF01_3,DF01,552500.0434295452,6157499.903279973,0.13849613013181658,0.03210685004045981,Increase,0.01740920155764868,1.8442459830303797,1.8442459830303797,Foraging guild: Tit-like birds,1.8442459830303797
Thermal,Thermal group: very warm,DF04,DF04_1,DF04,552500.0484365653,6172499.866101065,0.08688309221229364,DF04_3,DF04,552500.0484365653,6172499.866101065,0.10799173800912755,0.021108645796833914,Increase,0.012229177474484862,1.726088761151378,1.726088761151378,Thermal: Thermal group: very warm,1.726088761151378
Migration,long-distance,DF05,DF05_1,DF05,552500.0248900052,6177499.8923083795,0.24958805498075962,DF05_3,DF05,552500.0248900052,6177499.8923083795,0.20483843069617133,-0.044749624284588285,Decrease,0.028920469123825114,-1.547333969341558,1.547333969341558,Migration: long-distance,-1.547333969341558
Migration,short-and long-distance,DF06,DF06_1,DF06,552500.0201864875,6182499.845409598,3.265409631442288e-4,DF06_3,DF06,552500.0201864875,6182499.845409598,0.012114400461058704,0.011787859497914475,Increase,0.005534462869832597,2.1299012704860782,2.1299012704860782,Migration: short-and long-distance,2.1299012704860782
Migration,long-distance,DF07,DF07_1,DF07,552500.0322634379,6187499.836667846,0.2767316883190983,DF07_3,DF07,552500.0322634379,6187499.836667846,0.21529801527653172,-0.061433673042566556,Decrease,0.028920469123825114,-2.124228095316634,2.124228095316634,Migration: long-distance,-2.124228095316634
Migration,short-and long-distance,DF08,DF08_1,DF08,552499.9978258526,6192499.865300811,0.0025436286217142253,DF08_3,DF08,552499.9978258526,6192499.865300811,0.025220055664256235,0.02267642704254201,Increase,0.005534462869832597,4.097313068292012,4.097313068292012,Migration: short-and long-distance,4.097313068292012
Foraging guild,Omnivorous corvids,DF09,DF09_1,DF09,552500.0427085381,6197499.8215051675,0.039563750055387197,DF09_3,DF09,552500.0427085381,6197499.8215051675,0.07564486673354992,0.036081116678162724,Increase,0.01281616434375531,2.8152819915845795,2.8152819915845795,Foraging guild: Omnivorous corvids,2.8152819915845795
Thermal,Thermal group: cold,DF10,DF10_1,DF10,557500.0539540383,6152499.913491488,0.24280370276190277,DF10_3,DF10,557500.0539540383,6152499.913491488,0.21370350435672208,-0.02910019840518069,Decrease,0.018306465811002055,-1.5896131293508153,1.5896131293508153,Thermal: Thermal group: cold,-1.5896131293508153
Foraging guild,Tit-like birds,DF14,DF14_1,DF14,557500.0426793615,6172499.947726307,0.11220891314315327,DF14_3,DF14,557500.0426793615,6172499.947726307,0.1396052441757891,0.02739633103263582,Increase,0.01740920155764868,1.5736695874256983,1.5736695874256983,Foraging guild: Tit-like birds,1.5736695874256983
Migration,short-and long-distance,DF15,DF15_1,DF15,557500.0018913269,6177499.856621167,0.0014136418256903015,DF15_3,DF15,557500.0018913269,6177499.856621167,0.015363869139569119,0.013950227313878818,Increase,0.005534462869832597,2.5206108780527017,2.5206108780527017,Migration: short-and long-distance,2.5206108780527017
Migration,short-and long-distance,DF16,DF16_1,DF16,557500.0236227086,6182499.915863126,0.0015841581882359475,DF16_3,DF16,557500.0236227086,6182499.915863126,0.017507034526663873,0.015922876338427927,Increase,0.005534462869832597,2.877040954637311,2.877040954637311,Migration: short-and long-distance,2.877040954637311
Foraging guild,Tit-like birds,DF17,DF17_1,DF17,557499.9860512931,6187499.789903091,0.10778171091716124,DF17_3,DF17,557499.9860512931,6187499.789903091,0.1364286303236328,0.02864691940647157,Increase,0.01740920155764868,1.6455044943681312,1.6455044943681312,Foraging guild: Tit-like birds,1.6455044943681312
Thermal,Thermal group: very warm,DF18,DF18_1,DF18,557500.0093904075,6192499.814239048,0.10161676254661582,DF18_3,DF18,557500.0093904075,6192499.814239048,0.12918267795208055,0.027565915405464728,Increase,0.012229177474484862,2.2541103408613266,2.2541103408613266,Thermal: Thermal group: very warm,2.2541103408613266
Migration,short-and long-distance,DF19,DF19_1,DF19,557500.0331405934,6197499.765436237,0.001166793302604758,DF19_3,DF19,557500.0331405934,6197499.765436237,0.010233381768116903,0.009066588465512145,Increase,0.005534462869832597,1.6382056721226834,1.6382056721226834,Migration: short-and long-distance,1.6382056721226834
Migration,long-distance,DF20,DF20_1,DF20,562500.08334866,6152499.927340711,0.2774640382106032,DF20_3,DF20,562500.08334866,6152499.927340711,0.21977766415703415,-0.05768637405356908,Decrease,0.028920469123825114,-1.9946555433309408,1.9946555433309408,Migration: long-distance,-1.9946555433309408
Migration,long-distance,DF24,DF24_1,DF24,562500.0367152442,6172499.862543065,0.28184590200934395,DF24_3,DF24,562500.0367152442,6172499.862543065,0.2110532352697299,-0.07079266673961404,Decrease,0.028920469123825114,-2.447839502067205,2.447839502067205,Migration: long-distance,-2.447839502067205
Thermal,Thermal group: very warm,DF25,DF25_1,DF25,562499.9763535939,6177499.886270679,0.10074000894771819,DF25_3,DF25,562499.9763535939,6177499.886270679,0.1194333307254492,0.018693321777731017,Increase,0.012229177474484862,1.5285837348205178,1.5285837348205178,Thermal: Thermal group: very warm,1.5285837348205178
Foraging guild,Tit-like birds,DF26,DF26_1,DF26,562499.9653456258,6182499.837874897,0.07328866493617338,DF26_3,DF26,562499.9653456258,6182499.837874897,0.12547277232419693,0.05218410738802355,Increase,0.01740920155764868,2.997501477320574,2.997501477320574,Foraging guild: Tit-like birds,2.997501477320574
