"site","start_occurrence","end_occurrence","species","species_label","comparison","change_class"
"CG56",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG57",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG58",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG59",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG60",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG61",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG62",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG63",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG64",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG65",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG66",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG67",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG68",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG69",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG71",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG73",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG74",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG75",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG76",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG77",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG78",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG79",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG80",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG83",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG84",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG85",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG86",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG88",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG89",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG90",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG94",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG95",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG98",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG99",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CH06",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CH07",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CH08",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CH09",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CH16",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CH17",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CH18",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CH19",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CH25",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CH26",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CH27",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CH28",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CH29",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CH34",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CH35",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CH36",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CH37",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CH38",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CH39",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CH45",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CH46",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CH47",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CH48",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CH49",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CH55",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CH56",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CH57",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CH58",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CH59",0,1,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Gain"
"CH65",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CH66",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CH67",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CH68",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CH69",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CH76",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CH77",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CH78",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CH79",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CH85",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CH86",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CH87",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CH88",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CH89",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CH95",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CH96",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CH97",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CH98",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CH99",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB00",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB01",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB02",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB03",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB04",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB05",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DC07",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DC08",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DC09",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DA80",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DA90",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB10",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB11",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB12",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB13",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB14",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB15",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB16",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB20",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB21",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB22",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB23",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB24",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB25",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB26",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB30",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB31",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB32",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB33",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB34",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB35",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB36",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB40",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB41",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB42",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB43",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB44",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB45",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB46",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB47",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB50",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB51",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB52",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB53",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB54",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB55",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB56",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB57",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB60",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB61",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB62",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB63",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB64",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB65",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB66",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB67",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB68",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB70",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB71",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB72",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB73",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB74",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB75",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB76",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB77",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB78",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB79",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB80",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB81",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB82",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB83",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB84",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB89",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB94",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DB99",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DC00",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DC01",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DC02",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DC03",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DC04",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DC05",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DC06",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DC10",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DC11",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DC12",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DC13",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DC14",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DC15",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DC16",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DC17",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DC18",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DC19",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DC20",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DC21",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DC22",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DC23",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DC24",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DC25",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DC26",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DC27",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DC28",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DC29",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DC30",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DC31",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DC32",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DC33",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DC34",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DC35",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DC36",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DC37",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DC38",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DC39",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DC40",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DC41",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DC42",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DC43",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DC44",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DC45",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DC46",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DC47",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DC48",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DC49",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DC50",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DC51",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"DC52",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
