atlas,draw,variable_raw,variable,trait_family,full_r2t_beta,drop_r2t_beta,contribution
1990s,639,perc_cropland,Cropland,Species thermal index,0.5165011244738577,0.37851573366879415,0.1379853908050635
1990s,639,perc_cropland,Cropland,Migratory strategy,0.5165011244738577,0.4797142866449665,0.03678683782889114
1990s,639,perc_cropland,Cropland,Foraging guild,0.5165011244738577,0.29069694765322196,0.2258041768206357
1990s,639,perc_pasture,Pasture,Species thermal index,0.37038375659821154,0.3204878089385401,0.049895947659671425
1990s,639,perc_pasture,Pasture,Migratory strategy,0.37038375659821154,0.3554505833147289,0.014933173283482648
1990s,639,perc_pasture,Pasture,Foraging guild,0.37038375659821154,0.04815992454304139,0.32222383205517013
1990s,639,perc_forest,Forest,Species thermal index,0.2715751716269005,0.19846710731298656,0.07310806431391392
1990s,639,perc_forest,Forest,Migratory strategy,0.2715751716269005,0.23048154424310108,0.0410936273837994
1990s,639,perc_forest,Forest,Foraging guild,0.2715751716269005,0.10211261725457416,0.16946255437232632
1990s,639,perc_grass_shrub,Grass/shrubland,Species thermal index,0.19563442968699066,0.1598566854413816,0.03577774424560906
1990s,639,perc_grass_shrub,Grass/shrubland,Migratory strategy,0.19563442968699066,0.18847773608397791,0.007156693603012743
1990s,639,perc_grass_shrub,Grass/shrubland,Foraging guild,0.19563442968699066,0.05658265516585387,0.1390517745211368
1990s,640,tmean_breeding,Temperature,Species thermal index,0.16848035026273114,0.15028219593543957,0.018198154327291577
1990s,640,tmean_breeding,Temperature,Migratory strategy,0.16848035026273114,0.12533441236739143,0.043145937895339714
1990s,640,tmean_breeding,Temperature,Foraging guild,0.16848035026273114,0.029346303823085933,0.13913404643964522
1990s,640,prec_breeding,Precipitation,Species thermal index,0.09322522624587466,0.09165847135056274,0.0015667548953119254
1990s,640,prec_breeding,Precipitation,Migratory strategy,0.09322522624587466,0.08913794441209434,0.004087281833780321
1990s,640,prec_breeding,Precipitation,Foraging guild,0.09322522624587466,0.003310160648975027,0.08991506559689963
1990s,640,hh,Land-use heterogeneity,Species thermal index,0.10615097673987621,0.09212746330413688,0.014023513435739335
1990s,640,hh,Land-use heterogeneity,Migratory strategy,0.10615097673987621,0.10674646303125102,-5.954862913748055e-4
1990s,640,hh,Land-use heterogeneity,Foraging guild,0.10615097673987621,0.015618737204164674,0.09053223953571153
1990s,640,perc_urban,Urban,Species thermal index,0.27363518159743966,0.20877342370700092,0.06486175789043874
1990s,640,perc_urban,Urban,Migratory strategy,0.27363518159743966,0.23738710467593183,0.03624807692150783
1990s,640,perc_urban,Urban,Foraging guild,0.27363518159743966,0.20209943217257678,0.07153574942486288
1990s,640,perc_cropland,Cropland,Species thermal index,0.4307929597806704,0.2615401235278421,0.16925283625282828
1990s,640,perc_cropland,Cropland,Migratory strategy,0.4307929597806704,0.42440990435862797,0.006383055422042427
1990s,640,perc_cropland,Cropland,Foraging guild,0.4307929597806704,0.24749552445262543,0.18329743532804496
1990s,640,perc_pasture,Pasture,Species thermal index,0.2599087913937645,0.23492574624584403,0.024983045147920463
1990s,640,perc_pasture,Pasture,Migratory strategy,0.2599087913937645,0.23282747661711028,0.02708131477665421
1990s,640,perc_pasture,Pasture,Foraging guild,0.2599087913937645,0.06427196998096703,0.19563682141279748
1990s,640,perc_forest,Forest,Species thermal index,0.4115814751237257,0.3638061176212104,0.047775357502515325
1990s,640,perc_forest,Forest,Migratory strategy,0.4115814751237257,0.43550229313934097,-0.02392081801561524
1990s,640,perc_forest,Forest,Foraging guild,0.4115814751237257,0.04445981636441078,0.36712165875931496
1990s,640,perc_grass_shrub,Grass/shrubland,Species thermal index,0.1989849040282374,0.18556742333818943,0.013417480690047973
1990s,640,perc_grass_shrub,Grass/shrubland,Migratory strategy,0.1989849040282374,0.2003558138133848,-0.001370909785147395
1990s,640,perc_grass_shrub,Grass/shrubland,Foraging guild,0.1989849040282374,0.007235113380299974,0.19174979064793743
1990s,641,tmean_breeding,Temperature,Species thermal index,0.1361673516127957,0.1266896217064932,0.009477729906302496
1990s,641,tmean_breeding,Temperature,Migratory strategy,0.1361673516127957,0.07150593195519594,0.06466141965759975
1990s,641,tmean_breeding,Temperature,Foraging guild,0.1361673516127957,0.03749956534756078,0.09866778626523492
1990s,641,prec_breeding,Precipitation,Species thermal index,0.10822140480785443,0.1076700491613205,5.51355646533927e-4
1990s,641,prec_breeding,Precipitation,Migratory strategy,0.10822140480785443,0.10951998029413838,-0.0012985754862839538
1990s,641,prec_breeding,Precipitation,Foraging guild,0.10822140480785443,2.6757849068098265e-5,0.10819464695878633
1990s,641,hh,Land-use heterogeneity,Species thermal index,0.0696779911848919,0.06894865670146702,7.293344834248816e-4
1990s,641,hh,Land-use heterogeneity,Migratory strategy,0.0696779911848919,0.06423105691034676,0.005446934274545137
1990s,641,hh,Land-use heterogeneity,Foraging guild,0.0696779911848919,0.003551932428010125,0.06612605875688178
1990s,641,perc_urban,Urban,Species thermal index,0.2290636497723412,0.14153407355288014,0.08752957621946106
1990s,641,perc_urban,Urban,Migratory strategy,0.2290636497723412,0.18577685784777906,0.04328679192456214
1990s,641,perc_urban,Urban,Foraging guild,0.2290636497723412,0.11473992019299649,0.11432372957934471
1990s,641,perc_cropland,Cropland,Species thermal index,0.43435224531873445,0.27259503560220677,0.16175720971652768
1990s,641,perc_cropland,Cropland,Migratory strategy,0.43435224531873445,0.4311872169130759,0.0031650284056585765
1990s,641,perc_cropland,Cropland,Foraging guild,0.43435224531873445,0.28887643334627594,0.1454758119724585
1990s,641,perc_pasture,Pasture,Species thermal index,0.3830631143956719,0.3577324477795718,0.025330666616100117
1990s,641,perc_pasture,Pasture,Migratory strategy,0.3830631143956719,0.30434263444634857,0.07872047994932335
1990s,641,perc_pasture,Pasture,Foraging guild,0.3830631143956719,0.10210366371661217,0.28095945067905975
1990s,641,perc_forest,Forest,Species thermal index,0.31088863781456966,0.256933569359727,0.05395506845484266
1990s,641,perc_forest,Forest,Migratory strategy,0.31088863781456966,0.30676431331939447,0.004124324495175191
1990s,641,perc_forest,Forest,Foraging guild,0.31088863781456966,0.07944963966126155,0.2314389981533081
1990s,641,perc_grass_shrub,Grass/shrubland,Species thermal index,0.20467658533080793,0.17602251569131797,0.028654069639489965
1990s,641,perc_grass_shrub,Grass/shrubland,Migratory strategy,0.20467658533080793,0.18600519069507937,0.01867139463572856
1990s,641,perc_grass_shrub,Grass/shrubland,Foraging guild,0.20467658533080793,0.04091122845411627,0.16376535687669166
1990s,642,tmean_breeding,Temperature,Species thermal index,0.1684340948677029,0.15632950766309356,0.01210458720460933
1990s,642,tmean_breeding,Temperature,Migratory strategy,0.1684340948677029,0.15446033909926168,0.013973755768441204
1990s,642,tmean_breeding,Temperature,Foraging guild,0.1684340948677029,0.057115385766612646,0.11131870910109024
1990s,642,prec_breeding,Precipitation,Species thermal index,0.06793547846171472,0.06312950640278871,0.0048059720589260085
1990s,642,prec_breeding,Precipitation,Migratory strategy,0.06793547846171472,0.06573707782109903,0.0021984006406156886
1990s,642,prec_breeding,Precipitation,Foraging guild,0.06793547846171472,0.0026312153807864806,0.06530426308092824
1990s,642,hh,Land-use heterogeneity,Species thermal index,0.18461644145043526,0.1287537392344254,0.05586270221600986
1990s,642,hh,Land-use heterogeneity,Migratory strategy,0.18461644145043526,0.18905818440214672,-0.004441742951711458
1990s,642,hh,Land-use heterogeneity,Foraging guild,0.18461644145043526,0.03265935018304421,0.15195709126739104
1990s,642,perc_urban,Urban,Species thermal index,0.32734639922494774,0.19401240991103438,0.13333398931391335
1990s,642,perc_urban,Urban,Migratory strategy,0.32734639922494774,0.3036752583872135,0.02367114083773425
1990s,642,perc_urban,Urban,Foraging guild,0.32734639922494774,0.17243905359972708,0.15490734562522065
1990s,642,perc_cropland,Cropland,Species thermal index,0.16189247402046134,0.00920330243612547,0.15268917158433587
1990s,642,perc_cropland,Cropland,Migratory strategy,0.16189247402046134,0.150476124778017,0.011416349242444335
1990s,642,perc_cropland,Cropland,Foraging guild,0.16189247402046134,0.26840769376447443,-0.1065152197440131
1990s,642,perc_pasture,Pasture,Species thermal index,0.3775586527526643,0.3538698188262692,0.023688833926395092
1990s,642,perc_pasture,Pasture,Migratory strategy,0.3775586527526643,0.3667765627179611,0.010782090034703207
1990s,642,perc_pasture,Pasture,Foraging guild,0.3775586527526643,0.042293171519780376,0.3352654812328839
1990s,642,perc_forest,Forest,Species thermal index,0.04248368788938033,0.009700845374831594,0.032782842514548736
1990s,642,perc_forest,Forest,Migratory strategy,0.04248368788938033,0.01950044060506281,0.022983247284317523
1990s,642,perc_forest,Forest,Foraging guild,0.04248368788938033,0.12218611523927185,-0.07970242734989152
1990s,642,perc_grass_shrub,Grass/shrubland,Species thermal index,0.17390908509064743,0.13143273840553604,0.04247634668511138
1990s,642,perc_grass_shrub,Grass/shrubland,Migratory strategy,0.17390908509064743,0.163591243248723,0.010317841841924413
1990s,642,perc_grass_shrub,Grass/shrubland,Foraging guild,0.17390908509064743,0.03906762305992524,0.13484146203072217
1990s,643,tmean_breeding,Temperature,Species thermal index,0.03323320127983024,0.024486455816746355,0.008746745463083884
1990s,643,tmean_breeding,Temperature,Migratory strategy,0.03323320127983024,0.009725823787376948,0.02350737749245329
1990s,643,tmean_breeding,Temperature,Foraging guild,0.03323320127983024,0.05151566493550617,-0.01828246365567593
1990s,643,prec_breeding,Precipitation,Species thermal index,0.16063674137435754,0.15592405455030933,0.004712686824048212
1990s,643,prec_breeding,Precipitation,Migratory strategy,0.16063674137435754,0.13818456454650352,0.022452176827854026
1990s,643,prec_breeding,Precipitation,Foraging guild,0.16063674137435754,0.050118079439919895,0.11051866193443766
1990s,643,hh,Land-use heterogeneity,Species thermal index,0.16465901109364608,0.16472295348883104,-6.39423951849516e-5
1990s,643,hh,Land-use heterogeneity,Migratory strategy,0.16465901109364608,0.16080630440908428,0.0038527066845618074
1990s,643,hh,Land-use heterogeneity,Foraging guild,0.16465901109364608,8.258295920735283e-4,0.16383318150157256
1990s,643,perc_urban,Urban,Species thermal index,0.31692482804125033,0.18457975838819765,0.13234506965305268
1990s,643,perc_urban,Urban,Migratory strategy,0.31692482804125033,0.25852088113090066,0.05840394691034967
1990s,643,perc_urban,Urban,Foraging guild,0.31692482804125033,0.23635092695841922,0.0805739010828311
1990s,643,perc_cropland,Cropland,Species thermal index,0.3901198406435622,0.1986720621781463,0.19144777846541589
1990s,643,perc_cropland,Cropland,Migratory strategy,0.3901198406435622,0.29217765112276495,0.09794218952079725
1990s,643,perc_cropland,Cropland,Foraging guild,0.3901198406435622,0.3266080582841382,0.06351178235942401
1990s,643,perc_pasture,Pasture,Species thermal index,0.23785685910869742,0.23701958545491236,8.372736537850534e-4
1990s,643,perc_pasture,Pasture,Migratory strategy,0.23785685910869742,0.19053393838805555,0.04732292072064187
1990s,643,perc_pasture,Pasture,Foraging guild,0.23785685910869742,0.0776933322770936,0.16016352683160381
1990s,643,perc_forest,Forest,Species thermal index,0.3733378363653461,0.30480170268732204,0.06853613367802408
1990s,643,perc_forest,Forest,Migratory strategy,0.3733378363653461,0.33402237642458055,0.039315459940765574
1990s,643,perc_forest,Forest,Foraging guild,0.3733378363653461,0.1267561931739849,0.24658164319136122
1990s,643,perc_grass_shrub,Grass/shrubland,Species thermal index,0.13336267058278156,0.13085242795521831,0.0025102426275632472
1990s,643,perc_grass_shrub,Grass/shrubland,Migratory strategy,0.13336267058278156,0.12848067504577548,0.004881995537006079
1990s,643,perc_grass_shrub,Grass/shrubland,Foraging guild,0.13336267058278156,1.7921335494998756e-5,0.13334474924728656
1990s,644,tmean_breeding,Temperature,Species thermal index,0.08256890734228507,0.08022431777492872,0.0023445895673563505
1990s,644,tmean_breeding,Temperature,Migratory strategy,0.08256890734228507,0.055613810496329484,0.026955096845955588
1990s,644,tmean_breeding,Temperature,Foraging guild,0.08256890734228507,0.02682059152946983,0.05574831581281524
1990s,644,prec_breeding,Precipitation,Species thermal index,0.02310471688872893,0.025380052250978235,-0.0022753353622493033
1990s,644,prec_breeding,Precipitation,Migratory strategy,0.02310471688872893,0.009766825469098673,0.013337891419630259
1990s,644,prec_breeding,Precipitation,Foraging guild,0.02310471688872893,0.026431881402097103,-0.0033271645133681714
1990s,644,hh,Land-use heterogeneity,Species thermal index,0.14429737520455926,0.13004427027005963,0.014253104934499633
1990s,644,hh,Land-use heterogeneity,Migratory strategy,0.14429737520455926,0.15038584967856425,-0.0060884744740049845
1990s,644,hh,Land-use heterogeneity,Foraging guild,0.14429737520455926,0.0038297648290275496,0.1404676103755317
1990s,644,perc_urban,Urban,Species thermal index,0.25864646225328275,0.16803500060616097,0.09061146164712178
1990s,644,perc_urban,Urban,Migratory strategy,0.25864646225328275,0.22453527522641095,0.0341111870268718
1990s,644,perc_urban,Urban,Foraging guild,0.25864646225328275,0.12478994339686238,0.13385651885642036
1990s,644,perc_cropland,Cropland,Species thermal index,0.11593205664236521,0.013543522015327953,0.10238853462703726
1990s,644,perc_cropland,Cropland,Migratory strategy,0.11593205664236521,0.10701894076171553,0.008913115880649677
1990s,644,perc_cropland,Cropland,Foraging guild,0.11593205664236521,0.25723230755946597,-0.14130025091710074
1990s,644,perc_pasture,Pasture,Species thermal index,0.33912368003369325,0.3274626445143056,0.01166103551938763
1990s,644,perc_pasture,Pasture,Migratory strategy,0.33912368003369325,0.296607471036933,0.04251620899676023
1990s,644,perc_pasture,Pasture,Foraging guild,0.33912368003369325,0.05217236555164562,0.28695131448204764
1990s,644,perc_forest,Forest,Species thermal index,0.2266623527070036,0.1842481186659131,0.042414234041090515
1990s,644,perc_forest,Forest,Migratory strategy,0.2266623527070036,0.20461109110260775,0.022051261604395855
1990s,644,perc_forest,Forest,Foraging guild,0.2266623527070036,0.08866151371375532,0.13800083899324828
1990s,644,perc_grass_shrub,Grass/shrubland,Species thermal index,0.20352617072606866,0.13316042357743735,0.07036574714863131
1990s,644,perc_grass_shrub,Grass/shrubland,Migratory strategy,0.20352617072606866,0.22762166766342487,-0.024095496937356214
1990s,644,perc_grass_shrub,Grass/shrubland,Foraging guild,0.20352617072606866,0.027008810863385354,0.1765173598626833
1990s,645,tmean_breeding,Temperature,Species thermal index,0.13463756191514245,0.14498711467652614,-0.01034955276138369
1990s,645,tmean_breeding,Temperature,Migratory strategy,0.13463756191514245,0.1075193689151492,0.027118192999993254
1990s,645,tmean_breeding,Temperature,Foraging guild,0.13463756191514245,0.03125466982665408,0.10338289208848837
1990s,645,prec_breeding,Precipitation,Species thermal index,0.10436467503072873,0.11004210596832535,-0.0056774309375966225
1990s,645,prec_breeding,Precipitation,Migratory strategy,0.10436467503072873,0.1112156036927727,-0.0068509286620439674
1990s,645,prec_breeding,Precipitation,Foraging guild,0.10436467503072873,0.002053710593473436,0.10231096443725529
